window_id,file_id,group_id,domain,split,label_code,label_known,window_index,start_sample,end_sample_exclusive,start_seconds,end_seconds,window_mean_before_center,suspected_clipping_points_original,filter_boundary_flag,file_equal_weight,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness
source/12kHz_DE_data/B/0007/B007_2.mat::w0003,source/12kHz_DE_data/B/0007/B007_2.mat,source/12kHz_DE_data/B/0007/B007_2.mat,source,train,3,True,3,36000,48000,3,4,0.00023559523536260827,0,False,0.125,0.1465185462766658,0.11718619177417387,1.048843632734531,3.6465234903863175,2.870400886178435,0.040739958795498486
source/12kHz_DE_data/B/0007/B007_2.mat::w0004,source/12kHz_DE_data/B/0007/B007_2.mat,source/12kHz_DE_data/B/0007/B007_2.mat,source,train,3,True,4,48000,60000,4,5,2.1681705755156683e-05,0,False,0.125,0.1474461197302845,0.11843911446853295,1.0490060678642714,3.7127032408057943,2.842694593258236,0.04030035000685101
source/12kHz_DE_data/B/0007/B007_2.mat::w0005,source/12kHz_DE_data/B/0007/B007_2.mat,source/12kHz_DE_data/B/0007/B007_2.mat,source,train,3,True,5,60000,72000,5,6,-0.00020712171074517623,0,False,0.125,0.14784174969453295,0.11878284836023952,1.0818179640718564,3.810890352233374,2.8495134087044254,0.04848980368440978
source/12kHz_DE_data/B/0007/B007_2.mat::w0006,source/12kHz_DE_data/B/0007/B007_2.mat,source/12kHz_DE_data/B/0007/B007_2.mat,source,train,3,True,6,72000,84000,6,7,-0.0004667878018962071,0,False,0.125,0.14564357416890372,0.1170725939934775,1.1040715768463074,3.8375933930953567,2.9062925057987106,0.030435986054321636
source/12kHz_DE_data/B/0007/B007_2.mat::w0007,source/12kHz_DE_data/B/0007/B007_2.mat,source/12kHz_DE_data/B/0007/B007_2.mat,source,train,3,True,7,84000,96000,7,8,-0.000276278467232202,0,False,0.125,0.14569237383772174,0.11675318005634287,1.0329249900199602,3.56544354712483,2.845337803586373,0.02602730947002463
source/12kHz_DE_data/B/0007/B007_3.mat::w0000,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,0,0,12000,0,1,-0.00034535062208915446,0,False,0.125,0.15425138961570597,0.12434969137265746,1.1688831936127744,3.9768258955093994,2.853558134947943,0.012425606427974925
source/12kHz_DE_data/B/0007/B007_3.mat::w0001,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,1,12000,24000,1,2,-0.00020412681304058492,0,False,0.125,0.15491277152879349,0.1247159486976813,1.0431584031936127,3.516512940492387,2.7861561769376864,0.023651843412485343
source/12kHz_DE_data/B/0007/B007_3.mat::w0002,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,2,24000,36000,2,3,-0.0002835034464404517,0,False,0.125,0.15438188771584987,0.12429272405738413,1.173431377245509,3.82267345147224,2.8497452762539965,0.020740171447916116
source/12kHz_DE_data/B/0007/B007_3.mat::w0003,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,3,36000,48000,3,4,-6.455442781104445e-05,0,False,0.125,0.1558786262284322,0.12455810418775115,1.1661217964071855,4.041318845646047,2.908190024807994,0.009527187320027011
source/12kHz_DE_data/B/0007/B007_3.mat::w0004,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,4,48000,60000,4,5,3.767141383898922e-05,0,False,0.125,0.1587309261351579,0.12788324803493956,1.1159293413173652,3.6473498208766517,2.796489256167133,-0.0010996408468799419
source/12kHz_DE_data/B/0007/B007_3.mat::w0005,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,5,60000,72000,5,6,0.00025430573186959447,0,False,0.125,0.15344964676768583,0.12224335635416668,1.3920690618762475,4.724505959315449,3.1103422552733004,0.03511881081717579
source/12kHz_DE_data/B/0007/B007_3.mat::w0006,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,6,72000,84000,6,7,0.00029376393213572917,0,False,0.125,0.15258109311608542,0.12154577436917278,1.1748932934131737,4.049243429431742,2.9956239223418137,0.023549540072763976
source/12kHz_DE_data/B/0007/B007_3.mat::w0007,source/12kHz_DE_data/B/0007/B007_3.mat,source/12kHz_DE_data/B/0007/B007_3.mat,source,train,3,True,7,84000,96000,7,8,0.00031179423153692695,0,False,0.125,0.14847845475095195,0.11884905016903971,1.1752181636726546,3.975027807169095,2.904310648549405,0.029290414190054723
source/12kHz_DE_data/B/0014/B014_0.mat::w0000,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,0,0,12000,0,1,0.00032025101047904094,0,False,0.125,0.19497396691016244,0.1258332564770459,3.8068297005988025,10.078584953823738,15.730234776864144,0.12353914287720333
source/12kHz_DE_data/B/0014/B014_0.mat::w0001,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,1,12000,24000,1,2,0.0003645551921157682,0,False,0.125,0.13196638018629386,0.08946113482709468,2.896380798403194,11.16317512212225,15.494339790401137,0.1011523640300823
source/12kHz_DE_data/B/0014/B014_0.mat::w0002,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,2,24000,36000,2,3,0.00041852426397205676,0,False,0.125,0.13958000855810823,0.09055639986606787,4.224612854291418,16.163110977245697,33.359783677184524,0.6296362914347107
source/12kHz_DE_data/B/0014/B014_0.mat::w0003,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,3,36000,48000,3,4,2.6663049733865875e-05,0,False,0.125,0.09417640618651811,0.07068142725614326,1.3478867065868263,7.845540009330879,6.358020992134055,-0.030390162116496807
source/12kHz_DE_data/B/0014/B014_0.mat::w0004,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,4,48000,60000,4,5,-0.0004811362383566191,0,False,0.125,0.09448807200145158,0.07113030654212077,2.1348849101796405,11.58755690190655,10.339785629403268,0.055460916152146725
source/12kHz_DE_data/B/0014/B014_0.mat::w0005,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,5,60000,72000,5,6,-0.00043668315785096466,0,False,0.125,0.13872100947234728,0.0905258133040652,3.9783611976047903,16.392311973677476,27.565691294681752,0.4367418197384827
source/12kHz_DE_data/B/0014/B014_0.mat::w0006,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,6,72000,84000,6,7,-0.00019672586244178335,0,False,0.125,0.16632621231785621,0.10966074878930585,3.0013138922155687,9.783342434335088,12.059168999159466,0.15917200964264855
source/12kHz_DE_data/B/0014/B014_0.mat::w0007,source/12kHz_DE_data/B/0014/B014_0.mat,source/12kHz_DE_data/B/0014/B014_0.mat,source,train,3,True,7,84000,96000,7,8,-1.544825765136516e-05,0,False,0.125,0.1856537923653047,0.12402996934797071,4.074847664670658,11.803392896566573,15.119406140048381,0.3499996560973772
source/12kHz_DE_data/B/0014/B014_1.mat::w0000,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,0,0,12000,0,1,-1.9615733948770796e-05,0,False,0.125,0.1425640015562561,0.09979044217969726,2.5123841516966072,9.022336551055822,9.19724483728523,0.004474069509587949
source/12kHz_DE_data/B/0014/B014_1.mat::w0001,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,1,12000,24000,1,2,3.324336452095734e-05,0,False,0.125,0.17498668255996608,0.11823515199472277,2.4896432335329344,7.477165803178149,8.44780970294799,-0.030170915508603447
source/12kHz_DE_data/B/0014/B014_1.mat::w0002,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,2,24000,36000,2,3,-3.84446727378597e-05,0,False,0.125,0.1232013156227011,0.08988316119697606,1.6790919361277445,6.985814468755997,6.416460351907486,0.05010674292340463
source/12kHz_DE_data/B/0014/B014_1.mat::w0003,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,3,36000,48000,3,4,1.8353477628075408e-05,0,False,0.125,0.12908040841397445,0.09277907028376246,2.0226422355289424,8.09298446832298,7.223736013968125,0.09459502860361735
source/12kHz_DE_data/B/0014/B014_1.mat::w0004,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,4,48000,60000,4,5,7.233608574517544e-05,0,False,0.125,0.16675145853337864,0.11438943250852185,2.5962006786427145,8.00705563057782,8.989936445617762,0.02944953450914797
source/12kHz_DE_data/B/0014/B014_1.mat::w0005,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,5,60000,72000,5,6,-0.00018245695151364137,0,False,0.125,0.13368391152820053,0.09280130712510978,1.9394754491017963,7.74558541758537,8.360962091013295,0.05309183554353639
source/12kHz_DE_data/B/0014/B014_1.mat::w0006,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,6,72000,84000,6,7,-2.1767999417832845e-05,0,False,0.125,0.12446559684601735,0.08940233573763139,1.8707653892215568,7.557078562971533,7.931422998501902,-0.02349652734582897
source/12kHz_DE_data/B/0014/B014_1.mat::w0007,source/12kHz_DE_data/B/0014/B014_1.mat,source/12kHz_DE_data/B/0014/B014_1.mat,source,train,3,True,7,84000,96000,7,8,0.00013835242972388336,0,False,0.125,0.12563524485380698,0.08834687541140886,1.8746638323353295,7.486704707316807,8.925163312281674,0.00887947379258234
source/12kHz_DE_data/B/0014/B014_2.mat::w0000,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,0,0,12000,0,1,0.0002479555335163011,0,False,0.125,0.14281135278181314,0.09601816054062987,3.122490499001996,12.84427138430658,17.46032316961718,0.39841021680096145
source/12kHz_DE_data/B/0014/B014_2.mat::w0001,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,1,12000,24000,1,2,0.00016860597263805837,0,False,0.125,0.1531548597745637,0.10856664377178754,2.7974578043912173,9.610089513555478,9.042802376517072,0.06743917291365929
source/12kHz_DE_data/B/0014/B014_2.mat::w0002,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,2,24000,36000,2,3,0.0004544376559381252,0,False,0.125,0.17452255794959323,0.1228052742740031,2.589703273453094,8.075365397192543,7.615639297788649,0.01135445730909723
source/12kHz_DE_data/B/0014/B014_2.mat::w0003,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,3,36000,48000,3,4,0.0003209295155522284,0,False,0.125,0.11794483330255598,0.0827297533953055,2.6757938922155686,13.166300801099075,12.437787331844476,0.29643895709106177
source/12kHz_DE_data/B/0014/B014_2.mat::w0004,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,4,48000,60000,4,5,-0.00021222318903858965,0,False,0.125,0.11317559758450674,0.08419471655046241,1.3646175249500998,6.741921234517249,5.215700278059085,0.03818257656067976
source/12kHz_DE_data/B/0014/B014_2.mat::w0005,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,5,60000,72000,5,6,-0.00026940035470725054,0,False,0.125,0.16612165599882964,0.11669162445175205,2.428405189620759,8.383474726702081,7.984945726975131,0.22648112515144514
source/12kHz_DE_data/B/0014/B014_2.mat::w0006,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,6,72000,84000,6,7,-0.0003888713926314026,0,False,0.125,0.1574308255603233,0.11140425667729652,3.1980228343313373,11.48531614423685,10.211168240140717,0.2075103176158179
source/12kHz_DE_data/B/0014/B014_2.mat::w0007,source/12kHz_DE_data/B/0014/B014_2.mat,source/12kHz_DE_data/B/0014/B014_2.mat,source,train,3,True,7,84000,96000,7,8,-0.00032143374126746444,0,False,0.125,0.14412501553051962,0.1051544399042626,2.355959121756487,8.433733776121223,6.574946900614093,0.030513139726085457
source/12kHz_DE_data/B/0014/B014_3.mat::w0000,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,0,0,12000,0,1,-3.0031886643379113e-05,0,False,0.125,0.1408035914638114,0.09482225985029387,3.7020590419161676,14.095259374060715,22.879067877124164,0.19532723450223569
source/12kHz_DE_data/B/0014/B014_3.mat::w0001,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,1,12000,24000,1,2,-0.00023239898577844282,0,False,0.125,0.11766136336191624,0.08658776054634064,1.8049791616766466,7.6737698862866806,6.642686785346557,0.024800986688654596
source/12kHz_DE_data/B/0014/B014_3.mat::w0002,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,2,24000,36000,2,3,-2.997774160013215e-05,0,False,0.125,0.16814088030894292,0.10573403134150587,3.1473430738522956,10.956333023648643,17.62611178202986,0.3433134843932612
source/12kHz_DE_data/B/0014/B014_3.mat::w0003,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,3,36000,48000,3,4,-4.3189132152360855e-05,0,False,0.125,0.1409721106085754,0.09229323247788977,2.886147385229541,10.410891029632232,15.446542752371027,0.23040657166052847
source/12kHz_DE_data/B/0014/B014_3.mat::w0004,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,4,48000,60000,4,5,4.5121433383234306e-05,0,False,0.125,0.1577565409062488,0.10464388062222554,2.9436494211576845,10.023429475140917,13.328238099239439,0.2645822169208836
source/12kHz_DE_data/B/0014/B014_3.mat::w0005,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,5,60000,72000,5,6,0.00029031726172654745,0,False,0.125,0.1351123232589051,0.09528922191349966,2.1967726946107784,9.711817507220468,9.79828273691573,0.2062449537079324
source/12kHz_DE_data/B/0014/B014_3.mat::w0006,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,6,72000,84000,6,7,8.227846931137734e-05,0,False,0.125,0.10856956602921046,0.0823896764079308,1.1463047105788422,5.395827599887513,4.521414669714549,-0.08879448630007383
source/12kHz_DE_data/B/0014/B014_3.mat::w0007,source/12kHz_DE_data/B/0014/B014_3.mat,source/12kHz_DE_data/B/0014/B014_3.mat,source,train,3,True,7,84000,96000,7,8,-8.211941824683856e-05,0,False,0.125,0.1323532736137282,0.09487684276901752,1.9401251896207583,7.4747887071588925,7.443644664047411,-0.11301456009147838
source/12kHz_DE_data/B/0021/B021_0.mat::w0000,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,0,0,12000,0,1,-0.026952505750998,0,False,0.125,0.11691550780488397,0.09050729024416167,1.1060207984031938,5.079924222721208,3.8044552970088836,0.011823419652382247
source/12kHz_DE_data/B/0021/B021_0.mat::w0001,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,1,12000,24000,1,2,-0.0035305647696274103,0,False,0.125,0.12259584254505898,0.09545350623182969,1.074183512974052,4.740134861795413,3.6056538317140068,0.00917663871011294
source/12kHz_DE_data/B/0021/B021_0.mat::w0002,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,2,24000,36000,2,3,0.008388843833167002,0,False,0.125,0.12603896890431693,0.09784322733286759,1.6186660678642715,6.919484045920344,4.122870818120681,-0.01945872347302764
source/12kHz_DE_data/B/0021/B021_0.mat::w0003,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,3,36000,48000,3,4,0.009456462259647374,0,False,0.125,0.15470671072460615,0.10865141765077956,2.953720399201597,10.064337620990852,11.276558348641219,0.05449287578353933
source/12kHz_DE_data/B/0021/B021_0.mat::w0004,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,4,48000,60000,4,5,0.0071230410121423835,0,False,0.125,0.14180048424950667,0.10271057890826903,3.181292015968064,11.49740884552153,11.029138495026894,0.027786500869143936
source/12kHz_DE_data/B/0021/B021_0.mat::w0005,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,5,60000,72000,5,6,0.00455717509397871,0,False,0.125,0.17118551354476638,0.11739890902770792,3.1702464271457087,9.606826949855837,11.996467748764559,-0.04383380747354503
source/12kHz_DE_data/B/0021/B021_0.mat::w0006,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,6,72000,84000,6,7,0.0015665548478043928,0,False,0.125,0.14400611751516237,0.10854996992303392,1.5629508183632734,5.910655262320961,4.629102434550092,-0.0058761229414967565
source/12kHz_DE_data/B/0021/B021_0.mat::w0007,source/12kHz_DE_data/B/0021/B021_0.mat,source/12kHz_DE_data/B/0021/B021_0.mat,source,train,3,True,7,84000,96000,7,8,-0.0006090065261144356,0,False,0.125,0.11725680363111932,0.09123428685553783,1.0405594411177645,4.536203378263147,3.5790709057665,-0.06638916870551892
source/12kHz_DE_data/B/0021/B021_1.mat::w0000,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,0,0,12000,0,1,4.9129858616099386e-05,0,False,0.125,0.11130027869633548,0.08645338174463518,1.0498182435129741,4.969152063280693,3.695368662840701,-0.040508749291417505
source/12kHz_DE_data/B/0021/B021_1.mat::w0001,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,1,12000,24000,1,2,0.00015076010479041734,0,False,0.125,0.106719080450654,0.08406829457493015,0.8639924550898204,4.08257093079284,3.3617085086199654,0.021756191084518556
source/12kHz_DE_data/B/0021/B021_1.mat::w0002,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,2,24000,36000,2,3,0.00019963954258150177,0,False,0.125,0.12549435030261705,0.0929804752909043,2.549256926147705,10.470001872670574,9.803112096279003,0.10449501857523733
source/12kHz_DE_data/B/0021/B021_1.mat::w0003,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,3,36000,48000,3,4,0.00041936012807717725,0,False,0.125,0.10816219444827926,0.08507018365774563,0.8719517764471059,4.097476049202164,3.373562865082958,-0.01314309212414314
source/12kHz_DE_data/B/0021/B021_1.mat::w0004,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,4,48000,60000,4,5,8.803307218895374e-05,0,False,0.125,0.10872983648176078,0.08591635917648925,0.9343268662674651,4.324362156336425,3.316359355911148,-0.041986056508914134
source/12kHz_DE_data/B/0021/B021_1.mat::w0005,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,5,60000,72000,5,6,-0.0003207078592814385,0,False,0.125,0.14292993960361783,0.10306303081972722,2.8882590419161676,10.289719767383104,11.404519374907684,-0.0033410920958383875
source/12kHz_DE_data/B/0021/B021_1.mat::w0006,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,6,72000,84000,6,7,-0.00017034707418496479,0,False,0.125,0.13553885251664233,0.09699039414863052,2.7308594011976046,10.805378215260433,11.362596781367143,0.010027670490257472
source/12kHz_DE_data/B/0021/B021_1.mat::w0007,source/12kHz_DE_data/B/0021/B021_1.mat,source/12kHz_DE_data/B/0021/B021_1.mat,source,validation,3,True,7,84000,96000,7,8,-0.00041586777278775934,0,False,0.125,0.14135945435228406,0.10140285468006209,2.432303632734531,8.891355195834159,9.106721069361207,-0.025368552579409672
