window_id,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness
source/12kHz_DE_data/B/0007/B007_2.mat::w0007,-0.5635402085031868,-0.4824663984965751,-0.7830244929157518,-1.0882681974166681,-0.7148450902684659,0.06609707409847837
source/12kHz_DE_data/B/0007/B007_3.mat::w0000,-0.5430722496484298,-0.45802640946651,-0.7498764179327724,-0.9118108774374157,-0.7136120276705266,-0.03868358166130498
source/12kHz_DE_data/B/0007/B007_3.mat::w0001,-0.5414906264647016,-0.4568480626395212,-0.7805294765191835,-1.1092563699652105,-0.7237224270929719,0.04779768243593511
source/12kHz_DE_data/B/0007/B007_3.mat::w0002,-0.542760177581541,-0.45820968840895854,-0.7487675217565197,-0.9779326428701426,-0.7141839624551404,0.0253676310767955
source/12kHz_DE_data/B/0007/B007_3.mat::w0003,-0.5391808896018803,-0.4573558902370216,-0.7505496763254972,-0.8841474320237835,-0.7054171585006412,-0.06101153970145515
source/12kHz_DE_data/B/0007/B007_3.mat::w0004,-0.5323599234246176,-0.44665802173333863,-0.762787137699142,-1.0531355243389635,-0.7221724490009767,-0.1428752607761398
source/12kHz_DE_data/B/0007/B007_3.mat::w0005,-0.5449895307997956,-0.46480304713635706,-0.6954612984266626,-0.591102852945812,-0.6750940068522656,0.13613341219896807
source/12kHz_DE_data/B/0007/B007_3.mat::w0006,-0.5470665827489034,-0.4670473531540689,-0.7484110908427243,-0.880748280790713,-0.6923019367292863,0.04700958913693559
source/12kHz_DE_data/B/0007/B007_3.mat::w0007,-0.5568775978739714,-0.4757234292005585,-0.7483318839729919,-0.9125821449720146,-0.7059990710242852,0.09123438604541478
source/12kHz_DE_data/B/0014/B014_0.mat::w0000,-0.44568861838248813,-0.45325338756647393,-0.10671663570626452,1.7054624567668792,1.2179096658629642,0.8172790266198614
source/12kHz_DE_data/B/0014/B014_0.mat::w0001,-0.5963644350948388,-0.5702721369779163,-0.3286938881311152,2.170683862413803,1.1825250478889522,0.6448225804896347
source/12kHz_DE_data/B/0014/B014_0.mat::w0002,-0.5781572677882251,-0.5667483792392778,-0.00485660123048994,4.315343895902853,3.862369653103196,4.715996043163467
source/12kHz_DE_data/B/0014/B014_0.mat::w0003,-0.6867350633321793,-0.630691430507588,-0.7062334327102593,0.7476257196153048,-0.18793710229397106,-0.36851465436444764
source/12kHz_DE_data/B/0014/B014_0.mat::w0004,-0.6859897483050822,-0.6292472669477244,-0.5143547907836935,2.3527171261229167,0.40933383874951745,0.29283872549271
source/12kHz_DE_data/B/0014/B014_0.mat::w0005,-0.5802114710283749,-0.5668467843108542,-0.0648954084875951,4.413656800493299,2.9932467076134475,3.2300343827534816
source/12kHz_DE_data/B/0014/B014_0.mat::w0006,-0.5141966194758795,-0.5052846284899414,-0.3031100692075732,1.57882186575108,0.6672440410896302,1.0917766490677119
source/12kHz_DE_data/B/0014/B014_0.mat::w0007,-0.4679768059558763,-0.4590550399062794,-0.04137096817709364,2.445297280138568,1.1262844122474038,2.5618165308977905
source/12kHz_DE_data/B/0014/B014_1.mat::w0000,-0.5710213718519102,-0.5370400192499258,-0.42231640815472754,1.252397897442235,0.23795092784071895,-0.09993820911721805
source/12kHz_DE_data/B/0014/B014_1.mat::w0001,-0.49348604326286316,-0.4776985022335783,-0.42786088903599057,0.5896162050543404,0.1255344821907217,-0.36682568914611036
source/12kHz_DE_data/B/0014/B014_1.mat::w0002,-0.6173251372947777,-0.5689143663617984,-0.6254820290181503,0.37885718736476554,-0.17917110666500932,0.25159287707029576
source/12kHz_DE_data/B/0014/B014_1.mat::w0003,-0.6032659238902872,-0.5595974597758602,-0.5417207642762129,0.853763929601516,-0.058078491132831325,0.5943081777050905
source/12kHz_DE_data/B/0014/B014_1.mat::w0004,-0.5131796892273288,-0.4900712004554059,-0.40188103576378686,0.8169058279425981,0.20685434392450872,0.09246016867923296
source/12kHz_DE_data/B/0014/B014_1.mat::w0005,-0.5922571449869826,-0.5595259179672638,-0.561997722927689,0.7047514459662452,0.11250720417883248,0.2745885241061218
source/12kHz_DE_data/B/0014/B014_1.mat::w0006,-0.6143017457354067,-0.570461309223125,-0.5787499758760766,0.6238937852195063,0.048075666564094226,-0.31540957115494317
source/12kHz_DE_data/B/0014/B014_1.mat::w0007,-0.6115046592573603,-0.5738570046575738,-0.5777994934392885,0.5937077988391888,0.19713827232653677,-0.06600119783031749
source/12kHz_DE_data/B/0014/B014_2.mat::w0000,-0.5704298581967538,-0.5491764484656795,-0.2735659067974146,2.8917691063895075,1.4774256384435798,2.9347470588279134
source/12kHz_DE_data/B/0014/B014_2.mat::w0001,-0.5456944819533689,-0.508804654132299,-0.3528123799646094,1.5045071893936768,0.21478431648035173,0.38511317042436544
source/12kHz_DE_data/B/0014/B014_2.mat::w0002,-0.4945959469801839,-0.46299520835026775,-0.4034651731584334,0.8462064491106559,0.000707616145988101,-0.0469351738880682
source/12kHz_DE_data/B/0014/B014_2.mat::w0003,-0.6298954452180593,-0.5919287740182367,-0.38247535267936644,3.0298996024227605,0.7240373848604923,2.149211936643365
source/12kHz_DE_data/B/0014/B014_2.mat::w0004,-0.6413005556861064,-0.5872155995160688,-0.7021542789190444,0.2742422308800263,-0.35928700115111367,0.15973511727268286
source/12kHz_DE_data/B/0014/B014_2.mat::w0005,-0.5146857937489409,-0.48266443918108093,-0.44279138398053447,0.9783660975723659,0.05610415978622122,1.6102921055380737
source/12kHz_DE_data/B/0014/B014_2.mat::w0006,-0.5354689730820803,-0.49967530180272773,-0.25515030958464824,2.30886223015597,0.39004102862197426,1.46415057842706
source/12kHz_DE_data/B/0014/B014_2.mat::w0007,-0.5672883760699522,-0.5197826177814223,-0.46045451593084386,0.9999240890613831,-0.15539787577066658,0.10065364649268789
source/12kHz_DE_data/B/0014/B014_3.mat::w0000,-0.5752312018457207,-0.5530239777506143,-0.13226085119494052,3.4283647791622456,2.2902458439459217,1.370298254650352
source/12kHz_DE_data/B/0014/B014_3.mat::w0001,-0.6305733328668353,-0.579516543123943,-0.594789366996873,0.6739470708256607,-0.14523678680984747,0.0566501022885608
source/12kHz_DE_data/B/0014/B014_3.mat::w0002,-0.5098570375963664,-0.5179179186085633,-0.26750658126289145,2.0819615278292924,1.5022941903472218,2.5103096384510186
source/12kHz_DE_data/B/0014/B014_3.mat::w0003,-0.5748282065702429,-0.5611605286836124,-0.3311889045276836,1.848000997324709,1.175355417214118,1.6405317643587476
source/12kHz_DE_data/B/0014/B014_3.mat::w0004,-0.5346900601238972,-0.5214252222260948,-0.31716928858506155,1.6818042031039264,0.8576063966541262,1.9038036877585771
source/12kHz_DE_data/B/0014/B014_3.mat::w0005,-0.5888412531029044,-0.5515216371067327,-0.4992658820996848,1.5481421416454684,0.32810755552158305,1.4544028534816533
source/12kHz_DE_data/B/0014/B014_3.mat::w0006,-0.6523153810822713,-0.5930228917644929,-0.7553812953791692,-0.303147820347567,-0.46343093139940855,-0.8184320925148968
source/12kHz_DE_data/B/0014/B014_3.mat::w0007,-0.5954392213834363,-0.5528483700434329,-0.5618393091882244,0.5885965794079351,-0.025091848691168154,-1.0050113176728133
source/12kHz_DE_data/B/0021/B021_0.mat::w0000,-0.6323569656172499,-0.5669063779008583,-0.7652029472259778,-0.43865062820030176,-0.5709759618659869,-0.043322524670235854
source/12kHz_DE_data/B/0021/B021_0.mat::w0001,-0.6187730605563189,-0.5509930909398659,-0.772965220459746,-0.5843990304394232,-0.6007964934830764,-0.06371198927816799
source/12kHz_DE_data/B/0021/B021_0.mat::w0002,-0.610539196934488,-0.5433047251805931,-0.6402145067883634,0.3504055809877987,-0.5232131342600522,-0.28430436790844144
source/12kHz_DE_data/B/0021/B021_0.mat::w0003,-0.5419833985510124,-0.5085319141091055,-0.31471387562335934,1.6993512413041456,0.549851215976224,0.2853814310413425
source/12kHz_DE_data/B/0021/B021_0.mat::w0004,-0.5728472407631043,-0.527645165923069,-0.2592294633758631,2.3140492433284687,0.5127378498526003,0.07964899681262948
source/12kHz_DE_data/B/0021/B021_0.mat::w0005,-0.5025761271020832,-0.48038891735827105,-0.26192249694676234,1.503107753445681,0.6578387551826125,-0.47207771348716804
source/12kHz_DE_data/B/0021/B021_0.mat::w0006,-0.567572707790955,-0.508858298320224,-0.6537984849474578,-0.08231892498799889,-0.44727759776432297,-0.17967086824908413
source/12kHz_DE_data/B/0021/B021_0.mat::w0007,-0.6315407936285671,-0.5645674372388771,-0.7811631314770421,-0.6718728930998041,-0.6047839740708908,-0.6458328332305316
source/12kHz_DE_data/B/0021/B021_1.mat::w0000,-0.6457851776144092,-0.5799488753226066,-0.7789057356896707,-0.48616496239559187,-0.5873391280951142,-0.4464631433347636
source/12kHz_DE_data/B/0021/B021_1.mat::w0001,-0.6567406168413453,-0.5876223324973693,-0.8242120651765626,-0.8664528653581418,-0.6373886745788081,0.03319453359473032
source/12kHz_DE_data/B/0021/B021_1.mat::w0002,-0.6118415933104593,-0.5589494865207456,-0.41332642844010825,1.873355855123589,0.3288319670009911,0.6705727041423108
source/12kHz_DE_data/B/0021/B021_1.mat::w0003,-0.6532895660789322,-0.584398989942641,-0.8222714968681206,-0.8600595009884484,-0.6356105025156367,-0.23565193135492005
source/12kHz_DE_data/B/0021/B021_1.mat::w0004,-0.651932111660468,-0.5816766191681526,-0.8070637778795134,-0.7627395392481088,-0.6441911186159064,-0.4578435725743532
source/12kHz_DE_data/B/0021/B021_1.mat::w0005,-0.5701462706614139,-0.5265112347682289,-0.33067405987442355,1.796026097869382,0.5690455706248397,-0.16014226998766123
source/12kHz_DE_data/B/0021/B021_1.mat::w0006,-0.587821254597916,-0.5460485154284225,-0.3690497882597367,2.0172113482681993,0.5627571158375887,-0.05715606994069345
source/12kHz_DE_data/B/0021/B021_1.mat::w0007,-0.5739019159762625,-0.5318524611485874,-0.4418409015437466,1.1962150811390446,0.22437222066432902,-0.3298307087850651
source/12kHz_DE_data/B/0021/B021_2.mat::w0000,-0.6618238844067528,-0.5911846122279654,-0.8367267505942705,-0.9250048321599522,-0.6620671868922754,-0.25136937989295266
source/12kHz_DE_data/B/0021/B021_2.mat::w0001,-0.654031811512072,-0.5844082660727957,-0.822350703737853,-0.8358370652819244,-0.6450968109661812,0.043533076767971954
source/12kHz_DE_data/B/0021/B021_2.mat::w0002,-0.6590044150881373,-0.5895465527136298,-0.8135983446324306,-0.5540749014300672,-0.6579736733965046,0.12694058922800525
source/12kHz_DE_data/B/0021/B021_2.mat::w0003,-0.6548553293510755,-0.5842274139248941,-0.8287268567513054,-0.9060541815127118,-0.6641772863289613,-0.01755426698808426
source/12kHz_DE_data/B/0021/B021_2.mat::w0004,-0.6539461196982322,-0.5838976136434155,-0.8172022572052515,-0.7401671822454652,-0.6551777111982193,-0.37283159993023246
source/12kHz_DE_data/B/0021/B021_2.mat::w0005,-0.6566900167291811,-0.5878989838240091,-0.8201329113853478,-0.8038759815096586,-0.6563562281572872,-0.5143009503099242
source/12kHz_DE_data/B/0021/B021_2.mat::w0006,-0.656059608016539,-0.5865687725698587,-0.8166082056822591,-0.6835523316932554,-0.6526647303972215,-0.2476426088988694
source/12kHz_DE_data/B/0021/B021_2.mat::w0007,-0.644893941864758,-0.5767971744650533,-0.7480546599289287,-0.15359548369210668,-0.5954927493171241,0.19127114553545407
source/12kHz_DE_data/B/0021/B021_3.mat::w0000,-0.6346988897825588,-0.5615674037749612,-0.8215982384753958,-0.9545841454622418,-0.6756868438860715,-0.0049515001205310645
source/12kHz_DE_data/B/0021/B021_3.mat::w0001,-0.6302012834787778,-0.5583596251048858,-0.7892818356246057,-0.7625935451786406,-0.6650198683383102,-0.11634738259104088
source/12kHz_DE_data/B/0021/B021_3.mat::w0002,-0.6292716956043444,-0.5557376913891268,-0.8092419667971527,-0.8813018638525796,-0.6837270420752536,0.11949692229784431
source/12kHz_DE_data/B/0021/B021_3.mat::w0003,-0.630738776133055,-0.5573953615167253,-0.8198952907761508,-0.9628612137045446,-0.6799234250627917,0.29948807665427785
source/12kHz_DE_data/B/0021/B021_3.mat::w0004,-0.6317310687422966,-0.5593772895976267,-0.812489448456178,-0.908890075656786,-0.6740417975277543,0.05213193703591966
source/12kHz_DE_data/B/0021/B021_3.mat::w0005,-0.6307128179771191,-0.5584637525682816,-0.8083310877952308,-0.816636211503692,-0.673121450882961,-0.06005662467858681
source/12kHz_DE_data/B/0021/B021_3.mat::w0006,-0.6233122103668792,-0.5508581200869436,-0.8105884835826022,-0.9622652236590639,-0.6654535571624836,-0.03862025944499717
source/12kHz_DE_data/B/0021/B021_3.mat::w0007,-0.6289558190919944,-0.5550218856959928,-0.8135983446324306,-0.9485640441182115,-0.6871917689561338,0.17756042779520675
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0000,3.9605947323322583,4.075375868217934,3.7738797903262595,-0.3569497144728086,-0.5519823198798083,0.2762099767063155
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0001,3.9813739771420544,4.141031913326315,3.6945145068544663,-0.4628218108920439,-0.5734787757917653,0.3107869033733766
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0002,3.7983521796090125,3.907955624509566,3.627252429112122,-0.3771772297608053,-0.5506274790969922,0.3037779364562557
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0003,4.002002623887715,4.197632083913334,3.3679263653680374,-0.6230135852735393,-0.5883786211553693,0.25464373366402854
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0004,4.186472258121501,4.3081952628724824,3.6744747727778377,-0.5523343086893884,-0.5661215699043739,0.30198774039624304
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0005,4.0320594713366695,4.186957924895366,3.0115762425796855,-0.8001439302566042,-0.5908396266516386,0.26489050280275156
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0006,4.2190635220547135,4.35716284979705,3.791340152690054,-0.5128390111123416,-0.5718756292371059,0.3286405372133805
source/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat::w0007,4.195927184603014,4.376063797672226,2.9794333027736095,-0.9097011148992667,-0.6091040438329096,0.24241742280386377
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0000,4.046526479177781,4.134829893510575,3.6506651877363008,-0.5617128187418627,-0.525365042205358,0.262576450802968
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0001,3.7110644041740697,3.828307301852841,3.202648162538028,-0.5928037248746272,-0.5663876413875114,0.21971196875023793
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0002,3.7627175377971382,3.866696658906777,3.749673378867363,-0.2893484702905689,-0.5328703826912928,0.23282078251973162
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0003,4.055570340958121,4.18524137868072,3.760982931762093,-0.39443791974153963,-0.5331893550863878,0.32874517815693277
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0004,4.004287022543591,4.1386193041235915,3.0780446674873123,-0.8013241650519871,-0.5824693711230275,0.22169210541746462
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0005,3.99883280140302,4.17895683848095,2.885782268276893,-0.9114970656647118,-0.6097781857320074,0.19908454332637468
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0006,3.858607031962023,3.9904339359045196,3.4875695302017653,-0.5582079328492014,-0.5619287709428151,0.2608584672125153
source/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat::w0007,3.9773274350382373,4.138246896020269,4.271896944111761,-0.17408077031004032,-0.5694525277118686,0.22001365024857913
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0000,4.25291598900055,4.437870695266509,3.3816168767669215,-0.7570587901428805,-0.5958065213323819,0.16871934269341515
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0001,4.078794831834166,4.296032896402102,2.967131683835481,-0.8709670257777186,-0.6268266029554725,0.1428999022133839
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0002,4.235592418984561,4.366342430311833,3.3490771105434862,-0.7702511141433125,-0.5606378817168208,0.20787315146605484
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0003,4.207486818445685,4.40082457871418,3.523879147390111,-0.733356634330707,-0.5755290385515537,0.2277719087050033
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0004,4.2467543171391355,4.388669490431662,3.37844226542805,-0.7576429919892874,-0.5459338680353641,0.2506434565140433
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0005,4.296072770539923,4.475229115598919,3.803840184836861,-0.5870092874146423,-0.5919134654030911,0.19162141945483877
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0006,4.192053358349433,4.407276076902766,3.7828083847168354,-0.5256804919106951,-0.5892192698994506,0.16774956113303174
source/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat::w0007,4.203453505934403,4.322982570043663,3.903245202385283,-0.5435885676860219,-0.5335775298071878,0.25133656819408046
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0000,4.261782410827938,4.386626418283008,3.8595942964757954,-0.5649214247920742,-0.5422300550047703,0.23033507975290476
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0001,4.082391824211131,4.223400069201775,3.997689889716716,-0.3603036844176882,-0.5272892910120214,0.20346465819895593
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0002,4.267137397323038,4.397173380142496,3.4018550240522285,-0.7900785318928901,-0.5564532317722329,0.16909929069363397
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0003,4.113213916175824,4.2406256302532315,3.508402917113111,-0.6460191463671896,-0.5405225953512011,0.2197642908642177
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0004,4.158261384576342,4.334165270929247,3.416339188285831,-0.6771951375178463,-0.5797060148816716,0.12108174065035889
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0005,4.515866206129558,4.655508092114481,4.193523726683367,-0.4710298626389644,-0.5737507416677654,0.24251239848204248
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0006,4.045961190672003,4.182188101489465,3.090941526051479,-0.843680493287382,-0.5720402194307044,0.18310036473456923
source/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat::w0007,4.251509951286091,4.3889948602077045,3.5250696266421873,-0.6571599496413839,-0.5611683606079358,0.19239555873330727
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0000,-0.21595874844136673,-0.18194750666674292,-0.36683199590723153,-0.4213149023268832,-0.3754394096991852,0.9831303407138625
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0001,-0.21135306139633497,-0.17786400516718803,-0.3472678990833464,-0.2393397205444953,-0.3424220008637722,0.9282258652457859
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0002,-0.21401745549633205,-0.18661077435404302,-0.3041001550792272,-0.13611924051861776,-0.31120074658472585,1.1749707614213407
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0003,-0.2183798167751708,-0.1913033678677206,-0.3391887983706488,-0.2854028613606304,-0.3324994748142063,0.938874537441346
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0004,-0.21826400082334718,-0.18713828861716295,-0.3759407859264493,-0.41985363941839515,-0.3631187115487405,1.1709738459305545
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0005,-0.20917396413343972,-0.1755882515146147,-0.3129713244892481,-0.0975427023583849,-0.3699663715083571,1.3992314984687027
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0006,-0.214779806506463,-0.1882793054738053,-0.3388323674568534,-0.14014820964989916,-0.3033634854281272,1.4588652821025279
source/12kHz_DE_data/IR/0007/IR007_0.mat::w0007,-0.21944321965167324,-0.19379909065842757,-0.32334742442418307,-0.34268308916742474,-0.304472109288429,1.2903587957206775
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0000,-0.21668728004022608,-0.19164706333134235,-0.37348537296474715,-0.5448337206359389,-0.3330079323035817,0.9777159752265084
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0001,-0.2162399135172381,-0.19463499962930886,-0.3596637741964558,-0.3542457851759118,-0.31566351604286474,0.8205512446411352
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0002,-0.21262945025386662,-0.193713890418572,-0.3388323674568534,-0.31381640297578645,-0.28670861218031146,0.9508721650279442
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0003,-0.21531822800613476,-0.19479750776448246,-0.32964437056790324,-0.30168962537034194,-0.2672404929232402,0.9344250328987417
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0004,-0.20679728055771102,-0.18707800609210318,-0.330555249569825,-0.360613653434265,-0.29361566995438715,0.7174471126393904
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0005,-0.2097698218901824,-0.189550049874943,-0.3631884798995444,-0.44234053125436323,-0.31263907509191835,0.9188354070283129
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0006,-0.21212281330996335,-0.1877981650894754,-0.351505466614026,-0.45330652680252403,-0.3364305532529191,0.8091107170755915
source/12kHz_DE_data/IR/0007/IR007_1.mat::w0007,-0.21434768192771847,-0.19173541236230862,-0.3520995181370184,-0.40983040866142356,-0.3206670884561606,0.8144367190481753
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0000,-0.19282149568050236,-0.16422669341079527,-0.296298278410593,-0.2856620963821133,-0.3166071148311888,0.5444665608683235
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0001,-0.205274816518034,-0.18019037815912567,-0.3308720770487542,-0.31828685041575405,-0.30594778767000447,0.5925919133665221
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0002,-0.19382911327130628,-0.17086250453741555,-0.3258028373858853,-0.3600235773235043,-0.3018357835047856,0.5539753014197657
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0003,-0.19077427491101964,-0.16454994523453695,-0.3353868686234971,-0.45974025257256623,-0.31459390415611727,0.4541613127598837
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0004,-0.1955768317724635,-0.16995013617250618,-0.3557826375795716,-0.5135617670059022,-0.30384295532425476,0.6441064281337809
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0005,-0.19912576650028843,-0.17568850594752408,-0.3627528421160166,-0.5108280590529046,-0.3061713605732288,0.5740683352777063
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0006,-0.1872239613272733,-0.16497958783051073,-0.34184222850668183,-0.4903159391792977,-0.3043182331745395,0.5279710005978263
source/12kHz_DE_data/IR/0007/IR007_2.mat::w0007,-0.19459248592707765,-0.16977279470676704,-0.3548321551427837,-0.47159748554267095,-0.3136125319227612,0.6031516767353745
source/12kHz_DE_data/IR/0007/IR007_3.mat::w0000,-0.17759217681628653,-0.14926228062081298,-0.3665547718631683,-0.6609635793412565,-0.3604658135135789,-0.25887042427907603
source/12kHz_DE_data/IR/0007/IR007_3.mat::w0001,-0.17576402992633633,-0.14811934539828017,-0.3705151153497849,-0.674731243646892,-0.35624211597378047,-0.17035246805104123
source/12kHz_DE_data/IR/0007/IR007_3.mat::w0002,-0.15654695949169273,-0.12919155666943924,-0.31301092792411433,-0.6049759644938154,-0.3539560229029692,-0.19673668445179787
source/12kHz_DE_data/IR/0007/IR007_3.mat::w0003,-0.16598409383375945,-0.1423367380985688,-0.32825825034758743,-0.5517729986086539,-0.361597555133672,-0.2487931030736188
source/12kHz_DE_data/IR/0007/IR007_3.mat::w0004,-0.16163082717365923,-0.13698252537551722,-0.3260404579950823,-0.5607351939963967,-0.3553124089679816,-0.2711412688503721
