file_id,windows,window_seconds,actual_revolutions,edge_guard_seconds,tail_seconds,used_seconds
source/12kHz_DE_data/IR/0021/IR021_1.mat,11,0.6765,20.00185,0.05,0.4585,7.4415
source/12kHz_DE_data/IR/0021/IR021_2.mat,11,0.685,20.002,0.05,0.365,7.535
source/12kHz_DE_data/IR/0021/IR021_3.mat,11,0.6945,20.0016,0.05,0.2605,7.6395
source/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,11,0.668,20.0066,0.05,0.552,7.348
source/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,11,0.6855,19.99375,0.05,0.3595,7.5405
source/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,11,0.6935,19.9959166666667,0.05,0.2715,7.6285
source/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,11,0.677,20.00535,0.05,0.453,7.447
source/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,11,0.6855,19.99375,0.05,0.3595,7.5405
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,11,0.6955,19.995625,0.05,0.2495,7.6505
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,11,0.686,19.9969,0.05,0.354,7.546
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,11,0.6965,20.0011583333333,0.05,0.2385,7.6615
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,11,0.6775,19.9975416666667,0.05,0.4475,7.4525
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,11,0.6865,20.0000333333333,0.05,0.3485,7.5515
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,11,0.6975,20.006625,0.05,0.2275,7.6725
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,11,0.668,20.0066,0.05,0.552,7.348
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,11,0.677,20.00535,0.05,0.453,7.447
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,11,0.6855,19.99375,0.05,0.3595,7.5405
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,11,0.696,19.9984,0.05,0.244,7.656
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,11,0.6775,19.9975416666667,0.05,0.4475,7.4525
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,11,0.6875,20.00625,0.05,0.3375,7.5625
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,11,0.6985,20.0003833333333,0.05,0.2165,7.6835
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,11,0.668,20.0066,0.05,0.552,7.348
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,11,0.6765,20.00185,0.05,0.4585,7.4415
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,11,0.6855,20.005175,0.05,0.3595,7.5405
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,11,0.6955,19.995625,0.05,0.2495,7.6505
source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,11,0.668,19.9954666666667,0.05,0.552,7.348
source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,11,0.6775,19.9975416666667,0.05,0.4475,7.4525
source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,11,0.687,20.00315,0.05,0.343,7.557
source/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,11,0.698,19.9977,0.05,0.222,7.678
source/48kHz_DE_data/B/0007/B007_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/B/0007/B007_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/B/0007/B007_2.mat,5,0.687,20.00315,0.05,0.465,3.435
source/48kHz_DE_data/B/0007/B007_3.mat,5,0.6975,20.006625,0.05,0.4125,3.4875
source/48kHz_DE_data/B/0014/B014_0.mat,5,0.668,20.0066,0.05,0.56,3.34
source/48kHz_DE_data/B/0014/B014_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/B/0014/B014_2.mat,5,0.6865,20.0000333333333,0.05,0.4675,3.4325
source/48kHz_DE_data/B/0014/B014_3.mat,5,0.6955,19.995625,0.05,0.4225,3.4775
source/48kHz_DE_data/B/0021/B021_0.mat,5,0.668,20.0066,0.05,0.56,3.34
source/48kHz_DE_data/B/0021/B021_1.mat,5,0.6765,20.00185,0.05,0.5175,3.3825
source/48kHz_DE_data/B/0021/B021_2.mat,5,0.684,19.9956,0.05,0.48,3.42
source/48kHz_DE_data/B/0021/B021_3.mat,5,0.694,19.9987666666667,0.05,0.43,3.47
source/48kHz_DE_data/IR/0007/IR007_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/IR/0007/IR007_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/IR/0007/IR007_2.mat,5,0.6865,20.0000333333333,0.05,0.4675,3.4325
source/48kHz_DE_data/IR/0007/IR007_3.mat,5,0.6975,20.006625,0.05,0.4125,3.4875
source/48kHz_DE_data/IR/0014/IR014_0.mat,1,0.668,19.9954666666667,0.05,0.561,0.668
source/48kHz_DE_data/IR/0014/IR014_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/IR/0014/IR014_2.mat,5,0.6855,20.005175,0.05,0.4725,3.4275
source/48kHz_DE_data/IR/0014/IR014_3.mat,5,0.695,19.9928333333333,0.05,0.425,3.475
source/48kHz_DE_data/IR/0021/IR021_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/IR/0021/IR021_1.mat,5,0.6765,20.00185,0.05,0.5175,3.3825
source/48kHz_DE_data/IR/0021/IR021_2.mat,5,0.685,20.002,0.05,0.475,3.425
source/48kHz_DE_data/IR/0021/IR021_3.mat,5,0.695,20.0044166666667,0.05,0.425,3.475
source/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,5,0.6765,20.00185,0.05,0.5175,3.3825
source/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,5,0.6855,19.99375,0.05,0.4725,3.4275
source/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,5,0.6955,19.995625,0.05,0.4225,3.4775
source/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,5,0.686,19.9969,0.05,0.47,3.43
source/48kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,5,0.6965,20.0011583333333,0.05,0.4175,3.4825
source/48kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,5,0.668,19.9954666666667,0.05,0.56,3.34
source/48kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,5,0.6775,19.9975416666667,0.05,0.5125,3.3875
source/48kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,5,0.687,20.00315,0.05,0.465,3.435
source/48kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,5,0.698,19.9977,0.05,0.41,3.49
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,3,0.668,19.9954666666667,0.05,0.604,2.004
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,5,0.677,19.9940666666667,0.05,0.515,3.385
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,5,0.686,19.9969,0.05,0.47,3.43
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,5,0.6965,20.0011583333333,0.05,0.4175,3.4825
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,3,0.668,19.9954666666667,0.05,0.616,2.004
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,5,0.6775,19.9975416666667,0.05,0.5125,3.3875
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,5,0.6875,20.00625,0.05,0.4625,3.4375
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,5,0.6985,20.0003833333333,0.05,0.4075,3.4925
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,3,0.668,20.0066,0.05,0.492,2.004
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,5,0.677,20.00535,0.05,0.515,3.385
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,5,0.6855,19.99375,0.05,0.4725,3.4275
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,5,0.696,19.9984,0.05,0.42,3.48
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,3,0.668,19.9954666666667,0.05,0.5765,2.004
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,5,0.678,20.001,0.05,0.51,3.39
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,5,0.6875,20.00625,0.05,0.4625,3.4375
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,5,0.698,19.9977,0.05,0.41,3.49
source/48kHz_Normal_data/N_0.mat,7,0.668,19.9954666666667,0.05,0.3065,4.676
source/48kHz_Normal_data/N_1_(1772rpm).mat,11,0.677,19.9940666666667,0.05,0.453,7.447
source/48kHz_Normal_data/N_2_(1750rpm).mat,11,0.6855,19.99375,0.05,0.3595,7.5405
source/48kHz_Normal_data/N_3.mat,11,0.6955,19.995625,0.05,0.2495,7.6505
target/A.mat,3,2,20,0.05,1.9,6
target/B.mat,3,2,20,0.05,1.9,6
target/C.mat,3,2,20,0.05,1.9,6
target/D.mat,3,2,20,0.05,1.9,6
target/E.mat,3,2,20,0.05,1.9,6
target/F.mat,3,2,20,0.05,1.9,6
target/G.mat,3,2,20,0.05,1.9,6
target/H.mat,3,2,20,0.05,1.9,6
target/I.mat,3,2,20,0.05,1.9,6
target/J.mat,3,2,20,0.05,1.9,6
target/K.mat,3,2,20,0.05,1.9,6
target/L.mat,3,2,20,0.05,1.9,6
target/M.mat,3,2,20,0.05,1.9,6
target/N.mat,3,2,20,0.05,1.9,6
target/O.mat,3,2,20,0.05,1.9,6
target/P.mat,3,2,20,0.05,1.9,6
