file_id,windows,window_seconds,actual_revolutions,edge_guard_seconds,tail_seconds,used_seconds
source/48kHz_DE_data/B/0021/B021_2.mat,3,1,29.2333333333333,0.05,0.9,3
source/48kHz_DE_data/B/0021/B021_3.mat,3,1,28.8166666666667,0.05,0.9,3
source/48kHz_DE_data/IR/0007/IR007_0.mat,3,1,29.9333333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0007/IR007_1.mat,3,1,29.5333333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0007/IR007_2.mat,3,1,29.1333333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0007/IR007_3.mat,3,1,28.6833333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0014/IR014_0.mat,1,1,29.9333333333333,0.05,0.229,1
source/48kHz_DE_data/IR/0014/IR014_1.mat,3,1,29.5333333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0014/IR014_2.mat,3,1,29.1833333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0014/IR014_3.mat,3,1,28.7666666666667,0.05,0.9,3
source/48kHz_DE_data/IR/0021/IR021_0.mat,3,1,29.9333333333333,0.05,0.9,3
source/48kHz_DE_data/IR/0021/IR021_1.mat,3,1,29.5666666666667,0.05,0.9,3
source/48kHz_DE_data/IR/0021/IR021_2.mat,3,1,29.2,0.05,0.9,3
source/48kHz_DE_data/IR/0021/IR021_3.mat,3,1,28.7833333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,3,1,29.9333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,3,1,29.5666666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,3,1,29.1666666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,3,1,28.75,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,3,1,29.9333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,3,1,29.5333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,3,1,29.15,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,3,1,28.7166666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,3,1,29.9333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,3,1,29.5166666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,3,1,29.1166666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,3,1,28.65,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,2,1,29.9333333333333,0.05,0.608,2
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,3,1,29.5333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,3,1,29.15,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,3,1,28.7166666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,2,1,29.9333333333333,0.05,0.62,2
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,3,1,29.5166666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,3,1,29.1,0.05,0.9,3
source/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,3,1,28.6333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,2,1,29.95,0.05,0.496,2
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,3,1,29.55,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,3,1,29.1666666666667,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,3,1,28.7333333333333,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,2,1,29.9333333333333,0.05,0.5805,2
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,3,1,29.5,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,3,1,29.1,0.05,0.9,3
source/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,3,1,28.65,0.05,0.9,3
source/48kHz_Normal_data/N_0.mat,4,1,29.9333333333333,0.05,0.9825,4
source/48kHz_Normal_data/N_1_(1772rpm).mat,7,1,29.5333333333333,0.05,0.9,7
source/48kHz_Normal_data/N_2_(1750rpm).mat,7,1,29.1666666666667,0.05,0.9,7
source/48kHz_Normal_data/N_3.mat,7,1,28.75,0.05,0.9,7
target/A.mat,7,1,10,0.05,0.9,7
target/B.mat,7,1,10,0.05,0.9,7
target/C.mat,7,1,10,0.05,0.9,7
target/D.mat,7,1,10,0.05,0.9,7
target/E.mat,7,1,10,0.05,0.9,7
target/F.mat,7,1,10,0.05,0.9,7
target/G.mat,7,1,10,0.05,0.9,7
target/H.mat,7,1,10,0.05,0.9,7
target/I.mat,7,1,10,0.05,0.9,7
target/J.mat,7,1,10,0.05,0.9,7
target/K.mat,7,1,10,0.05,0.9,7
target/L.mat,7,1,10,0.05,0.9,7
target/M.mat,7,1,10,0.05,0.9,7
target/N.mat,7,1,10,0.05,0.9,7
target/O.mat,7,1,10,0.05,0.9,7
target/P.mat,7,1,10,0.05,0.9,7
